"","location","geo","year","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred"
"36976","Low income","OWID_LIC",2021,2021-07-08,9128570,7212490,1321144,NA,3347,71936,1.37,1.08,0.2,NA,108,32404,0.005
"36977","Low income","OWID_LIC",2021,2021-07-09,9153690,7233376,1325378,NA,25120,74432,1.38,1.09,0.2,NA,112,34295,0.005
"36978","Low income","OWID_LIC",2021,2021-07-10,9176283,7237140,1325378,NA,22593,70986,1.38,1.09,0.2,NA,107,33666,0.005
"36979","Low income","OWID_LIC",2021,2021-07-11,9218032,7257731,1346536,NA,41749,53807,1.39,1.09,0.2,NA,81,27088,0.004
"36980","Low income","OWID_LIC",2021,2021-07-12,9319735,7304618,1374755,NA,101703,47161,1.4,1.1,0.21,NA,71,24298,0.004
"36981","Low income","OWID_LIC",2021,2021-07-13,9333196,7319432,1379205,NA,13461,35774,1.4,1.1,0.21,NA,54,18678,0.003
"36982","Low income","OWID_LIC",2021,2021-07-14,9412377,7334707,1381036,NA,79181,41022,1.42,1.1,0.21,NA,62,17815,0.003
"36983","Low income","OWID_LIC",2021,2021-07-15,9430388,7350777,1382977,NA,18011,43117,1.42,1.11,0.21,NA,65,19755,0.003
"36984","Low income","OWID_LIC",2021,2021-07-16,9454882,7373957,1384291,NA,24494,43027,1.42,1.11,0.21,NA,65,20083,0.003
"36985","Low income","OWID_LIC",2021,2021-07-17,9472808,7391883,1384291,NA,17926,42361,1.42,1.11,0.21,NA,64,22106,0.003
"36986","Low income","OWID_LIC",2021,2021-07-18,9678158,7466171,1443494,NA,205350,65732,1.46,1.12,0.22,NA,99,29777,0.004
"36987","Low income","OWID_LIC",2021,2021-07-19,9984796,7573505,1665730,NA,306638,95009,1.5,1.14,0.25,NA,143,38412,0.006
"36988","Low income","OWID_LIC",2021,2021-07-20,9999578,7588287,1665730,NA,14782,95197,1.5,1.14,0.25,NA,143,38408,0.006
"36989","Low income","OWID_LIC",2021,2021-07-21,10009260,7591384,1666984,NA,9682,85269,1.5,1.14,0.25,NA,128,36668,0.006
"36990","Low income","OWID_LIC",2021,2021-07-22,10024472,7623208,1666984,NA,15212,84869,1.51,1.15,0.25,NA,128,38919,0.006
"36991","Low income","OWID_LIC",2021,2021-07-23,10029522,7632667,1666984,NA,5050,82091,1.51,1.15,0.25,NA,123,36959,0.006
"36992","Low income","OWID_LIC",2021,2021-07-24,10121612,7645938,1667247,NA,92090,92686,1.52,1.15,0.25,NA,139,36294,0.005
"36993","Low income","OWID_LIC",2021,2021-07-25,10139720,7660181,1671112,NA,18108,65937,1.52,1.15,0.25,NA,99,27716,0.004
"36994","Low income","OWID_LIC",2021,2021-07-26,10164037,7665057,1690553,NA,24317,25606,1.53,1.15,0.25,NA,38,13079,0.002
"36995","Low income","OWID_LIC",2021,2021-07-27,10206702,7687570,1710705,NA,42665,29589,1.53,1.16,0.26,NA,44,14183,0.002
"36996","Low income","OWID_LIC",2021,2021-07-28,10301451,7722163,1746692,NA,94749,41742,1.55,1.16,0.26,NA,63,18683,0.003
"36997","Low income","OWID_LIC",2021,2021-07-29,10309225,7729631,1746998,NA,7774,40679,1.55,1.16,0.26,NA,61,15203,0.002
"36998","Low income","OWID_LIC",2021,2021-07-30,10500052,7821369,1837360,NA,190827,67219,1.58,1.18,0.28,NA,101,26957,0.004
"36999","Low income","OWID_LIC",2021,2021-07-31,10512117,7828332,1842462,NA,12065,55786,1.58,1.18,0.28,NA,84,26056,0.004
"37000","Low income","OWID_LIC",2021,2021-08-01,10528650,7841992,1845335,NA,16533,55561,1.58,1.18,0.28,NA,84,25973,0.004
"37001","Low income","OWID_LIC",2021,2021-08-02,10564040,7870496,1846082,NA,35390,57143,1.59,1.18,0.28,NA,86,29348,0.004
"37002","Low income","OWID_LIC",2021,2021-08-03,10639698,7925255,1859047,NA,75658,61857,1.6,1.19,0.28,NA,93,33955,0.005
"37003","Low income","OWID_LIC",2021,2021-08-04,10663324,7948698,1859230,NA,23626,51696,1.6,1.2,0.28,NA,78,32362,0.005
"37004","Low income","OWID_LIC",2021,2021-08-05,10698902,7963251,1878057,NA,35578,55668,1.61,1.2,0.28,NA,84,33374,0.005
"37005","Low income","OWID_LIC",2021,2021-08-06,10725728,7988400,1879734,NA,26826,32239,1.61,1.2,0.28,NA,48,23862,0.004
"37006","Low income","OWID_LIC",2021,2021-08-07,NA,NA,NA,NA,NA,31409,NA,NA,NA,NA,47,23661,0.004
"37007","Low income","OWID_LIC",2021,2021-08-08,10738236,7999513,1881129,NA,NA,29941,1.61,1.2,0.28,NA,45,22503,0.003
"37008","Low income","OWID_LIC",2021,2021-08-09,11893761,8747948,2072567,NA,1155525,189960,1.79,1.32,0.31,NA,286,125350,0.019
"37009","Low income","OWID_LIC",2021,2021-08-10,11936303,8790089,2105756,NA,42542,185229,1.79,1.32,0.32,NA,278,123548,0.019
"37010","Low income","OWID_LIC",2021,2021-08-11,11954945,8804245,2106162,NA,18642,184517,1.8,1.32,0.32,NA,277,122221,0.018
"37011","Low income","OWID_LIC",2021,2021-08-12,12423995,9102580,2274994,NA,469050,246442,1.87,1.37,0.34,NA,371,162761,0.024
"37012","Low income","OWID_LIC",2021,2021-08-13,12432575,9111160,2274994,NA,8580,243835,1.87,1.37,0.34,NA,367,160394,0.024
"37013","Low income","OWID_LIC",2021,2021-08-14,12474675,9153260,2317094,NA,42100,248956,1.88,1.38,0.35,NA,374,165615,0.025
"37014","Low income","OWID_LIC",2021,2021-08-15,12485283,9163309,2321204,NA,10608,249578,1.88,1.38,0.35,NA,375,166257,0.025
"37015","Low income","OWID_LIC",2021,2021-08-16,12687670,9185835,2467500,NA,202387,113416,1.91,1.38,0.37,NA,171,62555,0.009
"37016","Low income","OWID_LIC",2021,2021-08-17,12728974,9220991,2488345,NA,41304,113239,1.91,1.39,0.37,NA,170,61557,0.009
"37017","Low income","OWID_LIC",2021,2021-08-18,12756188,9241680,2507259,NA,27214,114463,1.92,1.39,0.38,NA,172,62491,0.009
"37018","Low income","OWID_LIC",2021,2021-08-19,13107874,9579265,2534299,NA,351686,97697,1.97,1.44,0.38,NA,147,68098,0.01
"37019","Low income","OWID_LIC",2021,2021-08-20,13659864,10045836,3053913,NA,551990,175327,2.05,1.51,0.46,NA,264,133525,0.02
"37020","Low income","OWID_LIC",2021,2021-08-21,13796792,10048006,3060535,NA,136928,188874,2.07,1.51,0.46,NA,284,127821,0.019
"37021","Low income","OWID_LIC",2021,2021-08-22,14247871,10152946,3147653,NA,451079,251798,2.14,1.53,0.47,NA,379,141377,0.021
"37022","Low income","OWID_LIC",2021,2021-08-23,14451848,10340099,3289115,NA,203977,252025,2.17,1.55,0.49,NA,379,164895,0.025
"37023","Low income","OWID_LIC",2021,2021-08-24,14493074,10348587,3300773,NA,41226,252014,2.18,1.56,0.5,NA,379,161085,0.024
"37024","Low income","OWID_LIC",2021,2021-08-25,15249507,11303034,3462225,NA,756433,356188,2.29,1.7,0.52,NA,536,294479,0.044
"37025","Low income","OWID_LIC",2021,2021-08-26,15253347,11303034,3462225,NA,3840,306496,2.29,1.7,0.52,NA,461,246253,0.037
"37026","Low income","OWID_LIC",2021,2021-08-27,15405414,11392747,3501288,NA,152067,249364,2.32,1.71,0.53,NA,375,192416,0.029
"37027","Low income","OWID_LIC",2021,2021-08-28,15456273,11434302,3506115,NA,50859,237069,2.32,1.72,0.53,NA,356,198042,0.03
"37028","Low income","OWID_LIC",2021,2021-08-29,15956053,11743455,3700778,NA,499780,244026,2.4,1.77,0.56,NA,367,227216,0.034
"37029","Low income","OWID_LIC",2021,2021-08-30,16069394,11894638,3915841,NA,113341,231078,2.42,1.79,0.59,NA,347,222077,0.033
"37030","Low income","OWID_LIC",2021,2021-08-31,16895634,11953982,3943807,NA,826240,343223,2.54,1.8,0.59,NA,516,229342,0.034
"37031","Low income","OWID_LIC",2021,2021-09-01,17072267,12110267,4077174,NA,176633,260394,2.57,1.82,0.61,NA,391,115319,0.017
"37032","Low income","OWID_LIC",2021,2021-09-02,17123596,12110267,4077174,NA,51329,267178,2.57,1.82,0.61,NA,402,115319,0.017
"37033","Low income","OWID_LIC",2021,2021-09-03,17175152,12137268,4088055,NA,51556,252820,2.58,1.82,0.61,NA,380,106360,0.016
"37034","Low income","OWID_LIC",2021,2021-09-04,17193208,12143730,4096123,NA,18056,248134,2.58,1.83,0.62,NA,373,101347,0.015
"37035","Low income","OWID_LIC",2021,2021-09-05,17329135,12202250,4159275,NA,135927,196155,2.61,1.83,0.63,NA,295,65542,0.01
"37036","Low income","OWID_LIC",2021,2021-09-06,17944036,12418933,4419056,NA,614901,267806,2.7,1.87,0.66,NA,403,74899,0.011
"37037","Low income","OWID_LIC",2021,2021-09-07,17958739,12423446,4424724,NA,14703,151872,2.7,1.87,0.67,NA,228,67066,0.01
"37038","Low income","OWID_LIC",2021,2021-09-08,18299424,12444548,4644792,NA,340685,175308,2.75,1.87,0.7,NA,264,47754,0.007
"37039","Low income","OWID_LIC",2021,2021-09-09,18422980,12479291,4650989,NA,123556,185626,2.77,1.88,0.7,NA,279,52718,0.008
"37040","Low income","OWID_LIC",2021,2021-09-10,18514287,12534997,4688537,NA,91307,191305,2.78,1.88,0.7,NA,288,56818,0.009
"37041","Low income","OWID_LIC",2021,2021-09-11,18560883,12555882,4711643,NA,46596,195382,2.79,1.89,0.71,NA,294,58879,0.009
"37042","Low income","OWID_LIC",2021,2021-09-12,18695647,12653203,4817087,NA,134764,195216,2.81,1.9,0.72,NA,293,64422,0.01
"37043","Low income","OWID_LIC",2021,2021-09-13,19136801,12907988,5435734,NA,441154,170395,2.88,1.94,0.82,NA,256,69865,0.011
"37044","Low income","OWID_LIC",2021,2021-09-14,20585496,13190924,6603583,NA,1448695,375251,3.09,1.98,0.99,NA,564,109640,0.016
"37045","Low income","OWID_LIC",2021,2021-09-15,20696490,13257341,6670121,NA,110994,342438,3.11,1.99,1,NA,515,116113,0.017
"37046","Low income","OWID_LIC",2021,2021-09-16,20746710,13301812,6680251,NA,50220,331961,3.12,2,1,NA,499,117503,0.018
"37047","Low income","OWID_LIC",2021,2021-09-17,21029001,13401943,6864221,NA,282291,359245,3.16,2.01,1.03,NA,540,123849,0.019
"37048","Low income","OWID_LIC",2021,2021-09-18,21346557,13415311,7169395,NA,317556,397953,3.21,2.02,1.08,NA,598,122776,0.018
"37049","Low income","OWID_LIC",2021,2021-09-19,21735394,13509841,7329382,NA,388837,434250,3.27,2.03,1.1,NA,653,122377,0.018
"37050","Low income","OWID_LIC",2021,2021-09-20,22102292,13678609,7611812,NA,366898,423642,3.32,2.06,1.14,NA,637,110089,0.017
"37051","Low income","OWID_LIC",2021,2021-09-21,22239838,13775941,7657749,NA,137546,236335,3.34,2.07,1.15,NA,355,83574,0.013
"37052","Low income","OWID_LIC",2021,2021-09-22,23170946,14753746,7895545,NA,931108,353494,3.48,2.22,1.19,NA,531,213772,0.032
"37053","Low income","OWID_LIC",2021,2021-09-23,23527729,14959044,8048909,NA,356783,397288,3.54,2.25,1.21,NA,597,236747,0.036
"37054","Low income","OWID_LIC",2021,2021-09-24,23754096,15149811,8085944,NA,226367,389299,3.57,2.28,1.22,NA,585,249695,0.038
"37055","Low income","OWID_LIC",2021,2021-09-25,23775180,15166485,8091799,NA,21084,346946,3.57,2.28,1.22,NA,522,250168,0.038
"37056","Low income","OWID_LIC",2021,2021-09-26,24222961,15351933,8354487,NA,447781,355367,3.64,2.31,1.26,NA,534,263156,0.04
"37057","Low income","OWID_LIC",2021,2021-09-27,24266709,15374973,8518571,NA,43748,309202,3.65,2.31,1.28,NA,465,242338,0.036
"37058","Low income","OWID_LIC",2021,2021-09-28,24391025,15420971,8596889,NA,124316,307312,3.67,2.32,1.29,NA,462,235004,0.035
"37059","Low income","OWID_LIC",2021,2021-09-29,24791246,15814798,8731355,NA,400221,231471,3.73,2.38,1.31,NA,348,151579,0.023
"37060","Low income","OWID_LIC",2021,2021-09-30,25335737,15995068,8777247,NA,544491,258287,3.81,2.4,1.32,NA,388,148003,0.022
"37061","Low income","OWID_LIC",2021,2021-10-01,25529490,16153845,8824906,NA,193753,253628,3.84,2.43,1.33,NA,381,143433,0.022
"37062","Low income","OWID_LIC",2021,2021-10-02,25532779,16156852,8825595,NA,3289,251086,3.84,2.43,1.33,NA,377,141481,0.021
"37063","Low income","OWID_LIC",2021,2021-10-03,25585005,16184663,8850223,NA,52226,194578,3.85,2.43,1.33,NA,293,118961,0.018
"37064","Low income","OWID_LIC",2021,2021-10-04,25614521,16207323,8857143,NA,29516,192545,3.85,2.44,1.33,NA,289,118907,0.018
"37065","Low income","OWID_LIC",2021,2021-10-05,25680217,16247150,8874716,NA,65696,184170,3.86,2.44,1.33,NA,277,118026,0.018
"37066","Low income","OWID_LIC",2021,2021-10-06,25827521,16359727,8910584,NA,147304,148039,3.88,2.46,1.34,NA,223,77847,0.012
"37067","Low income","OWID_LIC",2021,2021-10-07,26420920,16944017,8920639,NA,593399,155026,3.97,2.55,1.34,NA,233,135564,0.02
"37068","Low income","OWID_LIC",2021,2021-10-08,26578654,17052451,8969738,NA,157734,149881,4,2.56,1.35,NA,225,128372,0.019
"37069","Low income","OWID_LIC",2021,2021-10-09,26634988,17103090,9013241,NA,56334,157458,4,2.57,1.36,NA,237,135177,0.02
"37070","Low income","OWID_LIC",2021,2021-10-10,26868914,17221191,9129566,NA,233926,183416,4.04,2.59,1.37,NA,276,148075,0.022
"37071","Low income","OWID_LIC",2021,2021-10-11,27041373,17257544,9269512,NA,172459,203836,4.07,2.59,1.39,NA,306,150032,0.023
"37072","Low income","OWID_LIC",2021,2021-10-12,27366065,17497141,9391061,NA,324692,240835,4.11,2.63,1.41,NA,362,178570,0.027
"37073","Low income","OWID_LIC",2021,2021-10-13,27443667,17552517,9413287,NA,77602,230878,4.13,2.64,1.42,NA,347,170399,0.026
"37074","Low income","OWID_LIC",2021,2021-10-14,28348768,18409805,9463188,NA,905101,275407,4.26,2.77,1.42,NA,414,209398,0.031
"37075","Low income","OWID_LIC",2021,2021-10-15,29083333,18804252,9650284,NA,734565,357811,4.37,2.83,1.45,NA,538,250257,0.038
"37076","Low income","OWID_LIC",2021,2021-10-16,29095366,18812029,9654996,NA,12033,351483,4.37,2.83,1.45,NA,528,244134,0.037
"37077","Low income","OWID_LIC",2021,2021-10-17,29180417,18843654,9708632,NA,85051,330215,4.39,2.83,1.46,NA,496,231780,0.035
"37078","Low income","OWID_LIC",2021,2021-10-18,29275655,18888003,9792446,NA,95238,319183,4.4,2.84,1.47,NA,480,232923,0.035
"37079","Low income","OWID_LIC",2021,2021-10-19,29331696,18931292,9836987,NA,56041,280804,4.41,2.85,1.48,NA,422,204879,0.031
"37080","Low income","OWID_LIC",2021,2021-10-20,29740108,19658923,9865656,NA,408412,328063,4.47,2.96,1.48,NA,493,300915,0.045
"37081","Low income","OWID_LIC",2021,2021-10-21,31022018,20721343,10470182,NA,1281910,381893,4.66,3.12,1.57,NA,574,330220,0.05
"37082","Low income","OWID_LIC",2021,2021-10-22,31159737,20836674,10506232,NA,137719,296629,4.68,3.13,1.58,NA,446,290346,0.044
"37083","Low income","OWID_LIC",2021,2021-10-23,31380427,21038875,10526270,NA,220690,326437,4.72,3.16,1.58,NA,491,318121,0.048
"37084","Low income","OWID_LIC",2021,2021-10-24,31573926,21104445,10641894,NA,193499,341930,4.75,3.17,1.6,NA,514,322970,0.049
"37085","Low income","OWID_LIC",2021,2021-10-25,31654881,21162055,10666445,NA,80955,339889,4.76,3.18,1.6,NA,511,324865,0.049
"37086","Low income","OWID_LIC",2021,2021-10-26,31949410,21287420,10839895,NA,294529,373959,4.8,3.2,1.63,NA,562,336590,0.051
"37087","Low income","OWID_LIC",2021,2021-10-27,32190039,21407001,10971504,NA,240629,349990,4.84,3.22,1.65,NA,526,249725,0.038
"37088","Low income","OWID_LIC",2021,2021-10-28,33869708,22576111,11294376,NA,1679669,406813,5.09,3.39,1.7,NA,612,264967,0.04
"37089","Low income","OWID_LIC",2021,2021-10-29,34112847,22758380,11436402,NA,243139,421873,5.13,3.42,1.72,NA,634,274529,0.041
"37090","Low income","OWID_LIC",2021,2021-10-30,34196703,22800991,11479828,NA,83856,402325,5.14,3.43,1.73,NA,605,251731,0.038
"37091","Low income","OWID_LIC",2021,2021-10-31,35566630,23916352,11804418,NA,1369927,570386,5.35,3.6,1.77,NA,858,401701,0.06
"37092","Low income","OWID_LIC",2021,2021-11-01,35633234,23961099,11873615,NA,66604,568336,5.36,3.6,1.79,NA,854,399863,0.06
"37093","Low income","OWID_LIC",2021,2021-11-02,35777130,24055166,11978194,NA,143896,546817,5.38,3.62,1.8,NA,822,395392,0.059
"37094","Low income","OWID_LIC",2021,2021-11-03,35898720,24144084,12013766,NA,121590,529812,5.4,3.63,1.81,NA,797,391012,0.059
"37095","Low income","OWID_LIC",2021,2021-11-04,37628159,25458306,12536376,NA,1729439,536922,5.66,3.83,1.88,NA,807,411742,0.062
"37096","Low income","OWID_LIC",2021,2021-11-05,37720645,25501716,12586525,NA,92486,515400,5.67,3.83,1.89,NA,775,391905,0.059
"37097","Low income","OWID_LIC",2021,2021-11-06,37735298,25511929,12593246,NA,14653,505514,5.67,3.84,1.89,NA,760,387277,0.058
"37098","Low income","OWID_LIC",2021,2021-11-07,37825773,25574418,12621440,NA,90475,322735,5.69,3.84,1.9,NA,485,236867,0.036
"37099","Low income","OWID_LIC",2021,2021-11-08,37936598,25672033,12636028,NA,110825,329052,5.7,3.86,1.9,NA,495,244419,0.037
"37100","Low income","OWID_LIC",2021,2021-11-09,37960660,25678166,12655195,NA,24062,311933,5.71,3.86,1.9,NA,469,231857,0.035
"37101","Low income","OWID_LIC",2021,2021-11-10,40044517,27345867,13094425,NA,2083857,592257,6.02,4.11,1.97,NA,890,457398,0.069
"37102","Low income","OWID_LIC",2021,2021-11-11,40305354,27669175,13352705,NA,260837,382456,6.06,4.16,2.01,NA,575,315838,0.047
"37103","Low income","OWID_LIC",2021,2021-11-12,40351336,27694549,13373330,NA,45982,375813,6.07,4.16,2.01,NA,565,313262,0.047
"37104","Low income","OWID_LIC",2021,2021-11-13,40638756,27925812,13620672,NA,287420,414780,6.11,4.2,2.05,NA,624,344840,0.052
"37105","Low income","OWID_LIC",2021,2021-11-14,42561845,30836805,16570313,NA,1923089,676582,6.4,4.64,2.49,NA,1017,751770,0.113
"37106","Low income","OWID_LIC",2021,2021-11-15,43727822,31298277,17297041,NA,1165977,827318,6.57,4.71,2.6,NA,1244,803749,0.121
"37107","Low income","OWID_LIC",2021,2021-11-16,43769922,31334700,17305077,NA,42100,829895,6.58,4.71,2.6,NA,1248,808076,0.121
"37108","Low income","OWID_LIC",2021,2021-11-17,43831212,31389618,17315733,NA,61290,540956,6.59,4.72,2.6,NA,813,577679,0.087
"37109","Low income","OWID_LIC",2021,2021-11-18,46581710,33094670,18331812,NA,2750498,896622,7,4.98,2.76,NA,1348,775071,0.117
"37110","Low income","OWID_LIC",2021,2021-11-19,46686667,33169178,18364818,NA,104957,905047,7.02,4.99,2.76,NA,1361,782090,0.118
"37111","Low income","OWID_LIC",2021,2021-11-20,47921755,34060247,18632529,NA,1235088,1040428,7.2,5.12,2.8,NA,1564,876348,0.132
"37112","Low income","OWID_LIC",2021,2021-11-21,48178886,34433715,18665474,NA,257131,802434,7.24,5.18,2.81,NA,1206,513844,0.077
"37113","Low income","OWID_LIC",2021,2021-11-22,48560866,34804889,18698394,NA,381980,690435,7.3,5.23,2.81,NA,1038,500945,0.075
"37114","Low income","OWID_LIC",2021,2021-11-23,49143271,35486424,18808683,NA,582405,767621,7.39,5.34,2.83,NA,1154,593103,0.089
"37115","Low income","OWID_LIC",2021,2021-11-24,51375856,37085761,19474057,NA,2232585,1077806,7.72,5.58,2.93,NA,1620,813735,0.122
"37116","Low income","OWID_LIC",2021,2021-11-25,51986244,37687699,19484382,NA,610388,772076,7.82,5.67,2.93,NA,1161,656147,0.099
"37117","Low income","OWID_LIC",2021,2021-11-26,52803693,38416368,19608050,NA,817449,873861,7.94,5.78,2.95,NA,1314,749599,0.113
"37118","Low income","OWID_LIC",2021,2021-11-27,53397845,39005679,19725040,NA,594152,782299,8.03,5.86,2.97,NA,1176,706490,0.106
"37119","Low income","OWID_LIC",2021,2021-11-28,53857776,39439580,19761906,NA,459931,811270,8.1,5.93,2.97,NA,1220,715124,0.108
"37120","Low income","OWID_LIC",2021,2021-11-29,54598969,39899414,20103934,NA,741193,862586,8.21,6,3.02,NA,1297,727789,0.109
"37121","Low income","OWID_LIC",2021,2021-11-30,54908326,40210474,20127783,NA,309357,823579,8.26,6.05,3.03,NA,1238,674864,0.101
"37122","Low income","OWID_LIC",2021,2021-12-01,55174540,40471240,20136507,NA,266214,542669,8.3,6.08,3.03,NA,816,483640,0.073
"37123","Low income","OWID_LIC",2021,2021-12-02,56469494,41105937,20804757,NA,1294954,640464,8.49,6.18,3.13,NA,963,488320,0.073
"37124","Low income","OWID_LIC",2021,2021-12-03,57154723,41526565,21069358,NA,685229,621576,8.59,6.24,3.17,NA,934,444314,0.067
"37125","Low income","OWID_LIC",2021,2021-12-04,57325776,41675361,21105465,NA,171053,561133,8.62,6.27,3.17,NA,844,381383,0.057
"37126","Low income","OWID_LIC",2021,2021-12-05,57527800,41868934,21111461,NA,202024,524289,8.65,6.29,3.17,NA,788,347051,0.052
"37127","Low income","OWID_LIC",2021,2021-12-06,57700924,42035587,21207776,NA,173124,443136,8.67,6.32,3.19,NA,666,305168,0.046
"37128","Low income","OWID_LIC",2021,2021-12-07,57831208,42159627,21220966,NA,130284,417555,8.69,6.34,3.19,NA,628,278450,0.042
"37129","Low income","OWID_LIC",2021,2021-12-08,59604036,44022975,21998993,NA,1772828,632785,8.96,6.62,3.31,NA,951,507391,0.076
"37130","Low income","OWID_LIC",2021,2021-12-09,64030450,47582583,23087236,NA,4426414,1080137,9.63,7.15,3.47,NA,1624,925235,0.139
"37131","Low income","OWID_LIC",2021,2021-12-10,64337287,47724767,23260015,NA,306837,1026081,9.67,7.18,3.5,NA,1543,885457,0.133
"37132","Low income","OWID_LIC",2021,2021-12-11,64402763,47786365,23269281,NA,65476,1010998,9.68,7.18,3.5,NA,1520,873001,0.131
"37133","Low income","OWID_LIC",2021,2021-12-12,64585385,47947653,23306636,NA,182622,1008226,9.71,7.21,3.5,NA,1516,868388,0.131
"37134","Low income","OWID_LIC",2021,2021-12-13,65271068,48304991,23636458,NA,685683,1081449,9.81,7.26,3.55,NA,1626,895629,0.135
"37135","Low income","OWID_LIC",2021,2021-12-14,65334596,48367150,23648819,NA,63528,1071913,9.82,7.27,3.56,NA,1612,886789,0.133
"37136","Low income","OWID_LIC",2021,2021-12-15,69223812,50560493,24315665,NA,3889216,1374254,10.41,7.6,3.66,NA,2066,933931,0.14
"37137","Low income","OWID_LIC",2021,2021-12-16,69302325,50632788,24343335,NA,78513,753125,10.42,7.61,3.66,NA,1132,435744,0.066
"37138","Low income","OWID_LIC",2021,2021-12-17,69519563,50731603,24467873,NA,217238,740325,10.45,7.63,3.68,NA,1113,429548,0.065
"37139","Low income","OWID_LIC",2021,2021-12-18,69552071,50763622,24470231,NA,32508,735615,10.46,7.63,3.68,NA,1106,425322,0.064
"37140","Low income","OWID_LIC",2021,2021-12-19,69757088,50962376,24485309,NA,205017,738815,10.49,7.66,3.68,NA,1111,430675,0.065
"37141","Low income","OWID_LIC",2021,2021-12-20,73262886,53675767,25337794,NA,3505798,1141688,11.01,8.07,3.81,NA,1716,767254,0.115
"37142","Low income","OWID_LIC",2021,2021-12-21,73309175,53721367,25340740,NA,46289,1139226,11.02,8.08,3.81,NA,1713,764888,0.115
"37143","Lower middle income","OWID_LMC",2021,2021-01-12,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"37144","Lower middle income","OWID_LMC",2021,2021-01-13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0
